tn,fp,fn,tp,imbalance,percentil_tp,precision_micro,precision_macro,recall_micro,recall_macro,f1_macro,f1_weighted,matthew
8,1,0,1,0.1,0.25,0.9,0.75,0.9,0.9444444444444444,0.803921568627451,0.9137254901960784,0.6666666666666666
8,1,0,1,0.1,0.25,0.9,0.75,0.9,0.9444444444444444,0.803921568627451,0.9137254901960784,0.6666666666666666
5,4,1,0,0.1,0.25,0.5,0.4166666666666667,0.5,0.2777777777777778,0.33333333333333337,0.6000000000000001,-0.2721655269759087
9,0,1,0,0.1,0.25,0.9,0.45,0.9,0.5,0.4736842105263158,0.8526315789473685,0.0
8,1,0,1,0.1,0.25,0.9,0.75,0.9,0.9444444444444444,0.803921568627451,0.9137254901960784,0.6666666666666666
7,2,1,0,0.1,0.25,0.7,0.4375,0.7,0.3888888888888889,0.411764705882353,0.7411764705882353,-0.16666666666666666
8,1,0,1,0.1,0.25,0.9,0.75,0.9,0.9444444444444444,0.803921568627451,0.9137254901960784,0.6666666666666666
9,0,1,0,0.1,0.25,0.9,0.45,0.9,0.5,0.4736842105263158,0.8526315789473685,0.0
9,0,1,0,0.1,0.25,0.9,0.45,0.9,0.5,0.4736842105263158,0.8526315789473685,0.0
8,1,0,1,0.1,0.25,0.9,0.75,0.9,0.9444444444444444,0.803921568627451,0.9137254901960784,0.6666666666666666
5,4,0,0,0.1,0.5,0.5555555555555556,0.5,0.5555555555555556,0.2777777777777778,0.35714285714285715,0.7142857142857143,0.0
7,2,0,0,0.1,0.5,0.7777777777777778,0.5,0.7777777777777778,0.3888888888888889,0.43750000000000006,0.8750000000000001,0.0
9,0,0,0,0.1,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.0
7,2,0,0,0.1,0.5,0.7777777777777778,0.5,0.7777777777777778,0.3888888888888889,0.43750000000000006,0.8750000000000001,0.0
7,2,0,0,0.1,0.5,0.7777777777777778,0.5,0.7777777777777778,0.3888888888888889,0.43750000000000006,0.8750000000000001,0.0
7,2,0,0,0.1,0.5,0.7777777777777778,0.5,0.7777777777777778,0.3888888888888889,0.43750000000000006,0.8750000000000001,0.0
7,2,0,0,0.1,0.5,0.7777777777777778,0.5,0.7777777777777778,0.3888888888888889,0.43750000000000006,0.8750000000000001,0.0
7,2,0,0,0.1,0.5,0.7777777777777778,0.5,0.7777777777777778,0.3888888888888889,0.43750000000000006,0.8750000000000001,0.0
5,4,0,0,0.1,0.5,0.5555555555555556,0.5,0.5555555555555556,0.2777777777777778,0.35714285714285715,0.7142857142857143,0.0
7,2,0,0,0.1,0.5,0.7777777777777778,0.5,0.7777777777777778,0.3888888888888889,0.43750000000000006,0.8750000000000001,0.0
8,1,1,0,0.1,0.75,0.8,0.4444444444444444,0.8,0.4444444444444444,0.4444444444444444,0.8,-0.1111111111111111
7,2,0,1,0.1,0.75,0.8,0.6666666666666666,0.8,0.8888888888888888,0.6875,0.8375,0.5091750772173156
6,3,1,0,0.1,0.75,0.6,0.42857142857142855,0.6,0.3333333333333333,0.375,0.675,-0.21821789023599236
5,4,0,1,0.1,0.75,0.6,0.6,0.6,0.7777777777777778,0.5238095238095238,0.6761904761904762,0.3333333333333333
7,2,0,1,0.1,0.75,0.8,0.6666666666666666,0.8,0.8888888888888888,0.6875,0.8375,0.5091750772173156
7,2,0,1,0.1,0.75,0.8,0.6666666666666666,0.8,0.8888888888888888,0.6875,0.8375,0.5091750772173156
7,2,0,1,0.1,0.75,0.8,0.6666666666666666,0.8,0.8888888888888888,0.6875,0.8375,0.5091750772173156
6,3,1,0,0.1,0.75,0.6,0.42857142857142855,0.6,0.3333333333333333,0.375,0.675,-0.21821789023599236
5,4,0,1,0.1,0.75,0.6,0.6,0.6,0.7777777777777778,0.5238095238095238,0.6761904761904762,0.3333333333333333
9,0,0,1,0.1,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5,1,3,1,0.4,0.25,0.6,0.5625,0.6,0.5416666666666667,0.5238095238095238,0.5619047619047619,0.10206207261596577
4,2,4,0,0.4,0.25,0.4,0.25,0.4,0.3333333333333333,0.28571428571428575,0.34285714285714286,-0.4082482904638631
4,2,4,0,0.4,0.25,0.4,0.25,0.4,0.3333333333333333,0.28571428571428575,0.34285714285714286,-0.4082482904638631
6,0,2,2,0.4,0.25,0.8,0.875,0.8,0.75,0.7619047619047619,0.7809523809523808,0.6123724356957946
6,0,2,2,0.4,0.25,0.8,0.875,0.8,0.75,0.7619047619047619,0.7809523809523808,0.6123724356957946
6,0,4,0,0.4,0.25,0.6,0.3,0.6,0.5,0.37499999999999994,0.4499999999999999,0.0
4,2,2,2,0.4,0.25,0.6,0.5833333333333333,0.6,0.5833333333333333,0.5833333333333333,0.6,0.16666666666666666
5,1,3,1,0.4,0.25,0.6,0.5625,0.6,0.5416666666666667,0.5238095238095238,0.5619047619047619,0.10206207261596577
4,2,4,0,0.4,0.25,0.4,0.25,0.4,0.3333333333333333,0.28571428571428575,0.34285714285714286,-0.4082482904638631
4,2,4,0,0.4,0.25,0.4,0.25,0.4,0.3333333333333333,0.28571428571428575,0.34285714285714286,-0.4082482904638631
6,0,1,3,0.4,0.5,0.9,0.9285714285714286,0.9,0.875,0.8901098901098901,0.8967032967032967,0.8017837257372732
5,1,4,0,0.4,0.5,0.5,0.2777777777777778,0.5,0.4166666666666667,0.33333333333333337,0.4,-0.2721655269759087
4,2,1,3,0.4,0.5,0.7,0.7,0.7,0.7083333333333333,0.6969696969696968,0.7030303030303029,0.408248290463863
5,1,0,4,0.4,0.5,0.9,0.9,0.9,0.9166666666666667,0.898989898989899,0.901010101010101,0.816496580927726
4,2,3,1,0.4,0.5,0.5,0.45238095238095233,0.5,0.4583333333333333,0.4505494505494505,0.48351648351648346,-0.0890870806374748
5,1,2,2,0.4,0.5,0.7,0.6904761904761905,0.7,0.6666666666666667,0.6703296703296704,0.6901098901098901,0.3563483225498992
5,1,4,0,0.4,0.5,0.5,0.2777777777777778,0.5,0.4166666666666667,0.33333333333333337,0.4,-0.2721655269759087
5,1,2,2,0.4,0.5,0.7,0.6904761904761905,0.7,0.6666666666666667,0.6703296703296704,0.6901098901098901,0.3563483225498992
4,2,3,1,0.4,0.5,0.5,0.45238095238095233,0.5,0.4583333333333333,0.4505494505494505,0.48351648351648346,-0.0890870806374748
5,1,0,4,0.4,0.5,0.9,0.9,0.9,0.9166666666666667,0.898989898989899,0.901010101010101,0.816496580927726
6,0,2,2,0.4,0.75,0.8,0.875,0.8,0.75,0.7619047619047619,0.7809523809523808,0.6123724356957946
5,1,1,3,0.4,0.75,0.8,0.7916666666666667,0.8,0.7916666666666667,0.7916666666666667,0.8,0.5833333333333334
6,0,2,2,0.4,0.75,0.8,0.875,0.8,0.75,0.7619047619047619,0.7809523809523808,0.6123724356957946
5,1,3,1,0.4,0.75,0.6,0.5625,0.6,0.5416666666666667,0.5238095238095238,0.5619047619047619,0.10206207261596577
5,1,1,3,0.4,0.75,0.8,0.7916666666666667,0.8,0.7916666666666667,0.7916666666666667,0.8,0.5833333333333334
5,1,1,3,0.4,0.75,0.8,0.7916666666666667,0.8,0.7916666666666667,0.7916666666666667,0.8,0.5833333333333334
6,0,2,2,0.4,0.75,0.8,0.875,0.8,0.75,0.7619047619047619,0.7809523809523808,0.6123724356957946
5,1,3,1,0.4,0.75,0.6,0.5625,0.6,0.5416666666666667,0.5238095238095238,0.5619047619047619,0.10206207261596577
4,2,2,2,0.4,0.75,0.6,0.5833333333333333,0.6,0.5833333333333333,0.5833333333333333,0.6,0.16666666666666666
4,2,2,2,0.4,0.75,0.6,0.5833333333333333,0.6,0.5833333333333333,0.5833333333333333,0.6,0.16666666666666666
